miRNA	Gene		context_score	weighted_score
mmu-miR-23a-3p	ENSG00000204406	MBD5	0.108	0.024
mmu-miR-23a-3p	ENSG00000204961	PCDHA9	0.026	0.026
mmu-miR-23a-3p	ENSG00000204962	PCDHA8	0.026	0.026
mmu-miR-23a-3p	ENSG00000204963	PCDHA7	0.026	0.026
mmu-miR-23a-3p	ENSG00000204965	PCDHA5	0.026	0.026
mmu-miR-23a-3p	ENSG00000204967	PCDHA4	0.084	0.084
mmu-miR-23a-3p	ENSG00000204969	PCDHA2	0.026	0.026
mmu-miR-23a-3p	ENSG00000204970	PCDHA1	0.026	0.026
mmu-miR-23a-3p	ENSG00000205268	PDE7A	0.303	0.303
mmu-miR-23a-3p	ENSG00000205269	TMEM170B	0.058	0.032
mmu-miR-23a-3p	ENSG00000205436	EXOC3L4	0.578	0.001
mmu-miR-23a-3p	ENSG00000206538	VGLL3	0.131	0.068
mmu-miR-23a-3p	ENSG00000206561	COLQ	0.2	0.2
mmu-miR-23a-3p	ENSG00000211455	STK38L	0.059	0.001
mmu-miR-23a-3p	ENSG00000211460	TSN	0.089	0.089
mmu-miR-23a-3p	ENSG00000213341	CHUK	0.325	0.153
mmu-miR-23a-3p	ENSG00000213639	PPP1CB	0.152	0.152
mmu-miR-23a-3p	ENSG00000213949	ITGA1	0.087	0
mmu-miR-23a-3p	ENSG00000217128	FNIP1	0.045	0.045
mmu-miR-23a-3p	ENSG00000218891	ZNF579	0.123	0.015
mmu-miR-23a-3p	ENSG00000219545	UMAD1	0.433	0.281
mmu-miR-23a-3p	ENSG00000221978	CCNL2	0.388	0
mmu-miR-23a-3p	ENSG00000222040	#N/A	0.116	0.116
mmu-miR-23a-3p	ENSG00000225614	ZNF469	0.042	0.042
mmu-miR-23a-3p	ENSG00000239389	PCDHA13	0.026	0.026
mmu-miR-23a-3p	ENSG00000241852	C8orf58	0.238	0.238
mmu-miR-23a-3p	ENSG00000243232	PCDHAC2	0.024	0.024
mmu-miR-23a-3p	ENSG00000248383	PCDHAC1	0.026	0.026
mmu-miR-23a-3p	ENSG00000248713	C4orf54	0.03	0.03
mmu-miR-23a-3p	ENSG00000249158	PCDHA11	0.026	0.026
mmu-miR-23a-3p	ENSG00000249459	ZNF286B	0.101	0.101
mmu-miR-23a-3p	ENSG00000250120	PCDHA10	0.026	0.026
mmu-miR-23a-3p	ENSG00000251664	PCDHA12	0.028	0.028
mmu-miR-23a-3p	ENSG00000253457	SMIM18	0.511	0.511
mmu-miR-23a-3p	ENSG00000253719	ATXN7L3B	0.281	0.281
mmu-miR-23a-3p	ENSG00000255408	PCDHA3	0.026	0.026
mmu-miR-23a-3p	ENSG00000256294	ZNF225	0.117	0.087
mmu-miR-23a-3p	ENSG00000264424	MYH4	0.199	0.199
mmu-miR-23a-3p	ENSG00000269113	TRABD2B	0.02	0.015
mmu-miR-23a-3p	ENSG00000269858	EGLN2	0.167	0.167
mmu-miR-23a-3p	ENSG00000272325	NUDT3	0.068	0.028
mmu-miR-27b-3p	ENSG00000001629	ANKIB1	0.107	0.107
mmu-miR-27b-3p	ENSG00000002919	SNX11	0.063	0
mmu-miR-27b-3p	ENSG00000004399	PLXND1	0.128	0.033
mmu-miR-27b-3p	ENSG00000004455	AK2	0.188	0.188
mmu-miR-27b-3p	ENSG00000004848	ARX	0.256	0.256
mmu-miR-27b-3p	ENSG00000004975	DVL2	0.136	0.136
mmu-miR-27b-3p	ENSG00000005513	SOX8	0.148	0.148
mmu-miR-27b-3p	ENSG00000007372	PAX6	0.02	0.001
mmu-miR-27b-3p	ENSG00000008196	TFAP2B	0.159	0.033
mmu-miR-27b-3p	ENSG00000008952	SEC62	0.018	0.009
mmu-miR-27b-3p	ENSG00000010818	HIVEP2	0.148	0.045
mmu-miR-27b-3p	ENSG00000011258	MBTD1	0.269	0.269
mmu-miR-27b-3p	ENSG00000013016	EHD3	0.191	0.033
mmu-miR-27b-3p	ENSG00000016082	ISL1	0.333	0.333
mmu-miR-27b-3p	ENSG00000017427	IGF1	0.083	0.021
mmu-miR-27b-3p	ENSG00000018189	RUFY3	0.27	0.216
mmu-miR-27b-3p	ENSG00000019995	ZRANB1	0.033	0.012
mmu-miR-27b-3p	ENSG00000020577	SAMD4A	0.01	0.009
mmu-miR-27b-3p	ENSG00000025800	KPNA6	0.107	0.085
mmu-miR-27b-3p	ENSG00000028839	TBPL1	0.335	0.047
mmu-miR-27b-3p	ENSG00000029534	ANK1	0.049	0.049
mmu-miR-27b-3p	ENSG00000029993	HMGB3	0.113	0.113
mmu-miR-27b-3p	ENSG00000030419	IKZF2	0.091	0.081
mmu-miR-27b-3p	ENSG00000034053	APBA2	0.205	0.031
mmu-miR-27b-3p	ENSG00000034510	TMSB10	0.585	0.585
mmu-miR-27b-3p	ENSG00000036549	ZZZ3	0.133	0.043
mmu-miR-27b-3p	ENSG00000039560	RAI14	0.039	0.038
mmu-miR-27b-3p	ENSG00000040199	PHLPP2	0.115	0.115
mmu-miR-27b-3p	ENSG00000047056	WDR37	0.275	0.009
mmu-miR-27b-3p	ENSG00000048405	ZNF800	0.391	0.386
mmu-miR-27b-3p	ENSG00000049130	KITLG	0.071	0.071
mmu-miR-27b-3p	ENSG00000049618	ARID1B	0.136	0.115
mmu-miR-27b-3p	ENSG00000049769	PPP1R3F	0.317	0.028
mmu-miR-27b-3p	ENSG00000050030	NEXMIF	0.033	0.033
mmu-miR-27b-3p	ENSG00000053108	FSTL4	0.01	0.007
mmu-miR-27b-3p	ENSG00000053254	FOXN3	0.094	0.011
mmu-miR-27b-3p	ENSG00000054690	PLEKHH1	0.232	0.058
mmu-miR-27b-3p	ENSG00000055070	SZRD1	0.299	0.299
mmu-miR-27b-3p	ENSG00000055208	TAB2	0.023	0.023
mmu-miR-27b-3p	ENSG00000055609	KMT2C	0.105	0.105
mmu-miR-27b-3p	ENSG00000057935	MTA3	0.052	0.05
mmu-miR-27b-3p	ENSG00000058091	CDK14	0.095	0.091
mmu-miR-27b-3p	ENSG00000059145	UNKL	0.434	0.412
mmu-miR-27b-3p	ENSG00000060237	WNK1	0.198	0.198
mmu-miR-27b-3p	ENSG00000061936	SFSWAP	0.228	0.228
mmu-miR-27b-3p	ENSG00000062725	APPBP2	0.375	0.375
mmu-miR-27b-3p	ENSG00000064218	DMRT3	0.148	0.09
mmu-miR-27b-3p	ENSG00000064225	ST3GAL6	0.285	0.179
mmu-miR-27b-3p	ENSG00000064300	NGFR	0.191	0.191
mmu-miR-27b-3p	ENSG00000064309	CDON	0.053	0.002
mmu-miR-27b-3p	ENSG00000064393	HIPK2	0.101	0.101
mmu-miR-27b-3p	ENSG00000064999	ANKS1A	0.099	0.099
mmu-miR-27b-3p	ENSG00000065060	BLTP3A	0.125	0.093
mmu-miR-27b-3p	ENSG00000065320	NTN1	0.197	0.197
mmu-miR-27b-3p	ENSG00000065485	PDIA5	0.603	0.603
mmu-miR-27b-3p	ENSG00000065559	MAP2K4	0.372	0.372
mmu-miR-27b-3p	ENSG00000065923	SLC9A7	0.281	0.052
mmu-miR-27b-3p	ENSG00000066629	EML1	0.259	0.259
mmu-miR-27b-3p	ENSG00000066777	ARFGEF1	0.232	0.112
mmu-miR-27b-3p	ENSG00000067141	NEO1	0.155	0.058
mmu-miR-27b-3p	ENSG00000067715	SYT1	0.105	0.105
mmu-miR-27b-3p	ENSG00000067955	CBFB	0.22	0.213
mmu-miR-27b-3p	ENSG00000069399	BCL3	0.215	0.215
mmu-miR-27b-3p	ENSG00000069667	RORA	0.043	0.036
mmu-miR-27b-3p	ENSG00000069702	TGFBR3	0.249	0.249
mmu-miR-27b-3p	ENSG00000069869	NEDD4	0.281	0.281
mmu-miR-27b-3p	ENSG00000070018	LRP6	0.01	0.009
mmu-miR-27b-3p	ENSG00000070808	CAMK2A	0.092	0.092
mmu-miR-27b-3p	ENSG00000070961	ATP2B1	0.176	0.171
mmu-miR-27b-3p	ENSG00000072364	AFF4	0.248	0.236
mmu-miR-27b-3p	ENSG00000074276	CDHR2	0.274	0.236
mmu-miR-27b-3p	ENSG00000074356	NCBP3	0.222	0.153
mmu-miR-27b-3p	ENSG00000074410	CA12	0.087	0.01
mmu-miR-27b-3p	ENSG00000075391	RASAL2	0.163	0.001
mmu-miR-27b-3p	ENSG00000075539	FRYL	0.131	0.072
mmu-miR-27b-3p	ENSG00000075826	SEC31B	0.018	0.001
mmu-miR-27b-3p	ENSG00000076984	MAP2K7	0.164	0.164
mmu-miR-27b-3p	ENSG00000077279	DCX	0.124	0.124
mmu-miR-27b-3p	ENSG00000077809	#N/A	0.119	0.119
mmu-miR-27b-3p	ENSG00000078114	NEBL	0.041	0.001
mmu-miR-27b-3p	ENSG00000078140	UBE2K	0.082	0.069
mmu-miR-27b-3p	ENSG00000079102	RUNX1T1	0.098	0.098
mmu-miR-27b-3p	ENSG00000079387	SENP1	0.143	0.14
mmu-miR-27b-3p	ENSG00000080298	RFX3	0.073	0.053
mmu-miR-27b-3p	ENSG00000080815	PSEN1	0.328	0.198
mmu-miR-27b-3p	ENSG00000080824	HSP90AA1	0.311	0.311
mmu-miR-27b-3p	ENSG00000081026	MAGI3	0.15	0.039
mmu-miR-27b-3p	ENSG00000081189	MEF2C	0.199	0.192
mmu-miR-27b-3p	ENSG00000082438	COBLL1	0.104	0.09
mmu-miR-27b-3p	ENSG00000082482	KCNK2	0.392	0.325
mmu-miR-27b-3p	ENSG00000082701	GSK3B	0.02	0.014
mmu-miR-27b-3p	ENSG00000082898	XPO1	0.169	0.134
mmu-miR-27b-3p	ENSG00000083312	TNPO1	0.195	0.172
mmu-miR-27b-3p	ENSG00000083642	PDS5B	0.35	0.35
mmu-miR-27b-3p	ENSG00000084112	SSH1	0.329	0.127
mmu-miR-27b-3p	ENSG00000084628	NKAIN1	0.333	0.333
mmu-miR-27b-3p	ENSG00000084676	NCOA1	0.109	0.058
mmu-miR-27b-3p	ENSG00000085185	BCORL1	0.133	0.09
mmu-miR-27b-3p	ENSG00000085224	ATRX	0.032	0.022
mmu-miR-27b-3p	ENSG00000085831	TTC39A	0.419	0.26
mmu-miR-27b-3p	ENSG00000086102	NFX1	0.158	0.105
mmu-miR-27b-3p	ENSG00000086544	ITPKC	0.079	0.079
mmu-miR-27b-3p	ENSG00000086712	TXLNG	0.438	0.046
mmu-miR-27b-3p	ENSG00000086848	ALG9	0.195	0.008
mmu-miR-27b-3p	ENSG00000087095	NLK	0.153	0.019
mmu-miR-27b-3p	ENSG00000087274	ADD1	0.263	0.26
mmu-miR-27b-3p	ENSG00000088247	KHSRP	0.291	0.291
mmu-miR-27b-3p	ENSG00000088367	EPB41L1	0.195	0.061
mmu-miR-27b-3p	ENSG00000088899	LZTS3	0.082	0.082
mmu-miR-27b-3p	ENSG00000089486	CDIP1	0.388	0.277
mmu-miR-27b-3p	ENSG00000089818	NECAP1	0.081	0.081
mmu-miR-27b-3p	ENSG00000090061	CCNK	0.372	0.001
mmu-miR-27b-3p	ENSG00000090104	RGS1	0.413	0.413
mmu-miR-27b-3p	ENSG00000090238	YPEL3	0.29	0.29
mmu-miR-27b-3p	ENSG00000090905	TNRC6A	0.199	0.199
mmu-miR-27b-3p	ENSG00000090975	PITPNM2	0.028	0.028
mmu-miR-27b-3p	ENSG00000091656	ZFHX4	0.134	0.134
mmu-miR-27b-3p	ENSG00000092377	TBL1Y	0.493	0.493
mmu-miR-27b-3p	ENSG00000092421	SEMA6A	0.249	0.243
mmu-miR-27b-3p	ENSG00000092871	RFFL	0.3	0.247
mmu-miR-27b-3p	ENSG00000094916	CBX5	0.169	0.107
mmu-miR-27b-3p	ENSG00000094975	SUCO	0.497	0.417
mmu-miR-27b-3p	ENSG00000095370	SH2D3C	0.134	0.134
mmu-miR-27b-3p	ENSG00000095574	IKZF5	0.323	0.134
mmu-miR-27b-3p	ENSG00000096070	BRPF3	0.195	0.195
mmu-miR-27b-3p	ENSG00000099219	ERMP1	0.02	0.02
mmu-miR-27b-3p	ENSG00000099338	CATSPERG	0.108	0.108
mmu-miR-27b-3p	ENSG00000099617	EFNA2	0.339	0.339
mmu-miR-27b-3p	ENSG00000099875	MKNK2	0.227	0.227
mmu-miR-27b-3p	ENSG00000099899	TRMT2A	0.129	0.129
mmu-miR-27b-3p	ENSG00000100105	PATZ1	0.04	0.04
mmu-miR-27b-3p	ENSG00000100221	JOSD1	0.077	0.036
mmu-miR-27b-3p	ENSG00000100348	TXN2	0.154	0.153
mmu-miR-27b-3p	ENSG00000100592	DAAM1	0.06	0.043
mmu-miR-27b-3p	ENSG00000100596	SPTLC2	0.148	0.007
mmu-miR-27b-3p	ENSG00000100629	CEP128	0.096	0.094
mmu-miR-27b-3p	ENSG00000100647	SUSD6	0.112	0.112
mmu-miR-27b-3p	ENSG00000100664	EIF5	0.334	0.251
mmu-miR-27b-3p	ENSG00000100731	PCNX1	0.085	0.064
mmu-miR-27b-3p	ENSG00000100784	RPS6KA5	0.297	0.297
mmu-miR-27b-3p	ENSG00000100823	APEX1	0.298	0.298
mmu-miR-27b-3p	ENSG00000101019	UQCC1	0.172	0.006
mmu-miR-27b-3p	ENSG00000101098	RIMS4	0.152	0.152
mmu-miR-27b-3p	ENSG00000101115	SALL4	0.182	0.176
mmu-miR-27b-3p	ENSG00000101493	ZNF516	0.15	0.143
mmu-miR-27b-3p	ENSG00000101577	LPIN2	0.201	0.201
mmu-miR-27b-3p	ENSG00000101596	SMCHD1	0.164	0.134
mmu-miR-27b-3p	ENSG00000101746	NOL4	0.184	0.184
mmu-miR-27b-3p	ENSG00000101888	NXT2	0.301	0.301
mmu-miR-27b-3p	ENSG00000101958	GLRA2	0.303	0.303
mmu-miR-27b-3p	ENSG00000101966	XIAP	0.2	0.122
mmu-miR-27b-3p	ENSG00000101974	ATP11C	0.147	0.146
mmu-miR-27b-3p	ENSG00000102053	ZC3H12B	0.155	0.155
mmu-miR-27b-3p	ENSG00000102271	KLHL4	0.138	0.138
mmu-miR-27b-3p	ENSG00000102349	KLF8	0.103	0.038
mmu-miR-27b-3p	ENSG00000102445	RUBCNL	0.046	0.046
mmu-miR-27b-3p	ENSG00000102466	FGF14	0.181	0.181
mmu-miR-27b-3p	ENSG00000102531	FNDC3A	0.045	0.031
mmu-miR-27b-3p	ENSG00000102753	KPNA3	0.183	0.097
mmu-miR-27b-3p	ENSG00000102780	DGKH	0.022	0.014
mmu-miR-27b-3p	ENSG00000102908	NFAT5	0.084	0.032
mmu-miR-27b-3p	ENSG00000102921	N4BP1	0.088	0.064
mmu-miR-27b-3p	ENSG00000102974	CTCF	0.186	0.186
mmu-miR-27b-3p	ENSG00000103326	CAPN15	0.138	0.138
mmu-miR-27b-3p	ENSG00000103342	GSPT1	0.163	0.163
mmu-miR-27b-3p	ENSG00000103494	RPGRIP1L	0.428	0.428
mmu-miR-27b-3p	ENSG00000103671	TRIP4	0.03	0.001
mmu-miR-27b-3p	ENSG00000103740	ACSBG1	0.01	0.01
mmu-miR-27b-3p	ENSG00000103888	CEMIP	0.179	0.179
mmu-miR-27b-3p	ENSG00000103994	ZNF106	0.053	0.048
mmu-miR-27b-3p	ENSG00000104177	MYEF2	0.326	0.326
mmu-miR-27b-3p	ENSG00000104290	FZD3	0.212	0.199
mmu-miR-27b-3p	ENSG00000104313	EYA1	0.253	0.253
mmu-miR-27b-3p	ENSG00000104332	SFRP1	0.364	0.061
mmu-miR-27b-3p	ENSG00000104343	UBE2W	0.179	0.179
mmu-miR-27b-3p	ENSG00000104369	JPH1	0.142	0.122
mmu-miR-27b-3p	ENSG00000104415	CCN4	0.304	0.001
mmu-miR-27b-3p	ENSG00000104435	STMN2	0.279	0.06
mmu-miR-27b-3p	ENSG00000104490	NCALD	0.146	0.146
mmu-miR-27b-3p	ENSG00000104517	UBR5	0.23	0.23
mmu-miR-27b-3p	ENSG00000104765	BNIP3L	0.117	0.117
mmu-miR-27b-3p	ENSG00000104885	DOT1L	0.222	0.207
mmu-miR-27b-3p	ENSG00000105137	SYDE1	0.185	0.185
mmu-miR-27b-3p	ENSG00000105327	BBC3	0.257	0.257
mmu-miR-27b-3p	ENSG00000105464	GRIN2D	0.17	0.17
mmu-miR-27b-3p	ENSG00000105556	MIER2	0.174	0.174
mmu-miR-27b-3p	ENSG00000105662	CRTC1	0.037	0.035
mmu-miR-27b-3p	ENSG00000105738	SIPA1L3	0.143	0.143
mmu-miR-27b-3p	ENSG00000105810	CDK6	0.084	0.075
mmu-miR-27b-3p	ENSG00000105855	ITGB8	0.067	0.052
mmu-miR-27b-3p	ENSG00000105926	PALS2	0.218	0.14
mmu-miR-27b-3p	ENSG00000105976	MET	0.093	0.093
mmu-miR-27b-3p	ENSG00000106004	HOXA5	0.315	0.315
mmu-miR-27b-3p	ENSG00000106031	HOXA13	0.303	0.303
mmu-miR-27b-3p	ENSG00000106330	MOSPD3	0.248	0.248
mmu-miR-27b-3p	ENSG00000106346	USP42	0.251	0.062
mmu-miR-27b-3p	ENSG00000106392	C1GALT1	0.137	0.137
mmu-miR-27b-3p	ENSG00000106608	URGCP	0.052	0.002
mmu-miR-27b-3p	ENSG00000106609	TMEM248	0.183	0.183
mmu-miR-27b-3p	ENSG00000106683	LIMK1	0.398	0.398
mmu-miR-27b-3p	ENSG00000106799	TGFBR1	0.177	0.164
mmu-miR-27b-3p	ENSG00000107105	ELAVL2	0.161	0.148
mmu-miR-27b-3p	ENSG00000107338	SHB	0.185	0.077
mmu-miR-27b-3p	ENSG00000107443	CCNJ	0.357	0.357
mmu-miR-27b-3p	ENSG00000107485	GATA3	0.164	0.164
mmu-miR-27b-3p	ENSG00000107560	RAB11FIP2	0.079	0.075
mmu-miR-27b-3p	ENSG00000107738	VSIR	0.104	0.104
mmu-miR-27b-3p	ENSG00000107779	BMPR1A	0.098	0.098
mmu-miR-27b-3p	ENSG00000107789	MINPP1	0.135	0.135
mmu-miR-27b-3p	ENSG00000107796	ACTA2	0.531	0.531
mmu-miR-27b-3p	ENSG00000107863	ARHGAP21	0.362	0.362
mmu-miR-27b-3p	ENSG00000107864	CPEB3	0.195	0.195
mmu-miR-27b-3p	ENSG00000107938	EDRF1	0.546	0.546
mmu-miR-27b-3p	ENSG00000108001	EBF3	0.219	0.129
mmu-miR-27b-3p	ENSG00000108064	TFAM	0.449	0.438
mmu-miR-27b-3p	ENSG00000108100	CCNY	0.24	0.214
mmu-miR-27b-3p	ENSG00000108179	PPIF	0.455	0.455
mmu-miR-27b-3p	ENSG00000108306	FBXL20	0.056	0.024
mmu-miR-27b-3p	ENSG00000108349	CASC3	0.187	0.187
mmu-miR-27b-3p	ENSG00000108387	SEPTIN4	0.115	0.115
mmu-miR-27b-3p	ENSG00000108389	MTMR4	0.151	0.151
mmu-miR-27b-3p	ENSG00000108424	KPNB1	0.045	0.045
mmu-miR-27b-3p	ENSG00000108433	GOSR2	0.464	0.443
mmu-miR-27b-3p	ENSG00000108443	RPS6KB1	0.172	0.172
mmu-miR-27b-3p	ENSG00000108510	MED13	0.03	0.019
mmu-miR-27b-3p	ENSG00000108576	SLC6A4	0.176	0.056
mmu-miR-27b-3p	ENSG00000108582	CPD	0.025	0.024
mmu-miR-27b-3p	ENSG00000108669	CYTH1	0.149	0.149
mmu-miR-27b-3p	ENSG00000108960	MMD	0.624	0.624
mmu-miR-27b-3p	ENSG00000109046	WSB1	0.491	0.241
mmu-miR-27b-3p	ENSG00000109184	DCUN1D4	0.324	0.286
mmu-miR-27b-3p	ENSG00000109189	USP46	0.487	0.446
mmu-miR-27b-3p	ENSG00000109339	MAPK10	0.06	0.06
mmu-miR-27b-3p	ENSG00000109458	GAB1	0.259	0.122
mmu-miR-27b-3p	ENSG00000109572	CLCN3	0.228	0.169
mmu-miR-27b-3p	ENSG00000109586	GALNT7	0.284	0.284
mmu-miR-27b-3p	ENSG00000109670	FBXW7	0.395	0.395
mmu-miR-27b-3p	ENSG00000109689	STIM2	0.212	0.212
mmu-miR-27b-3p	ENSG00000109756	RAPGEF2	0.293	0.293
mmu-miR-27b-3p	ENSG00000109787	KLF3	0.304	0
mmu-miR-27b-3p	ENSG00000110042	DTX4	0.02	0.02
mmu-miR-27b-3p	ENSG00000110066	KMT5B	0.08	0.03
mmu-miR-27b-3p	ENSG00000110107	PRPF19	0.092	0.092
mmu-miR-27b-3p	ENSG00000110315	RNF141	0.288	0.269
mmu-miR-27b-3p	ENSG00000110422	HIPK3	0.122	0.12
mmu-miR-27b-3p	ENSG00000110435	PDHX	0.341	0.257
mmu-miR-27b-3p	ENSG00000110436	SLC1A2	0.136	0.136
mmu-miR-27b-3p	ENSG00000110721	CHKA	0.31	0.049
mmu-miR-27b-3p	ENSG00000110881	ASIC1	0.078	0.043
mmu-miR-27b-3p	ENSG00000111052	LIN7A	0.077	0.073
mmu-miR-27b-3p	ENSG00000111266	DUSP16	0.026	0.026
mmu-miR-27b-3p	ENSG00000111615	KRR1	0.115	0.015
mmu-miR-27b-3p	ENSG00000111728	ST8SIA1	0.126	0.126
mmu-miR-27b-3p	ENSG00000111780	ENSG00000111780	0.431	0.356
mmu-miR-27b-3p	ENSG00000111860	CEP85L	0.064	0.064
mmu-miR-27b-3p	ENSG00000111875	ASF1A	0.111	0.007
mmu-miR-27b-3p	ENSG00000111879	FAM184A	0.431	0.431
mmu-miR-27b-3p	ENSG00000111880	RNGTT	0.071	0.07
mmu-miR-27b-3p	ENSG00000111885	MAN1A1	0.169	0.169
mmu-miR-27b-3p	ENSG00000111912	NCOA7	0.511	0.511
mmu-miR-27b-3p	ENSG00000111913	RIPOR2	0.232	0.232
mmu-miR-27b-3p	ENSG00000112062	MAPK14	0.158	0.153
mmu-miR-27b-3p	ENSG00000112139	MDGA1	0.037	0.036
mmu-miR-27b-3p	ENSG00000112159	MDN1	0.03	0.03
mmu-miR-27b-3p	ENSG00000112237	CCNC	0.351	0.351
mmu-miR-27b-3p	ENSG00000112319	EYA4	0.213	0.204
mmu-miR-27b-3p	ENSG00000112414	ADGRG6	0.138	0.135
mmu-miR-27b-3p	ENSG00000112531	QKI	0.205	0.082
mmu-miR-27b-3p	ENSG00000112541	PDE10A	0.127	0.086
mmu-miR-27b-3p	ENSG00000112559	MDFI	0.404	0.248
mmu-miR-27b-3p	ENSG00000112562	SMOC2	0.18	0.18
mmu-miR-27b-3p	ENSG00000112592	TBP	0.131	0.131
mmu-miR-27b-3p	ENSG00000112787	FBRSL1	0.083	0.083
mmu-miR-27b-3p	ENSG00000112893	MAN2A1	0.135	0.133
mmu-miR-27b-3p	ENSG00000112972	HMGCS1	0.169	0
mmu-miR-27b-3p	ENSG00000113070	HBEGF	0.504	0.504
mmu-miR-27b-3p	ENSG00000113083	LOX	0.343	0.151
mmu-miR-27b-3p	ENSG00000113161	HMGCR	0.222	0.219
mmu-miR-27b-3p	ENSG00000113231	PDE8B	0.208	0.208
mmu-miR-27b-3p	ENSG00000113328	CCNG1	0.516	0.503
mmu-miR-27b-3p	ENSG00000113360	DROSHA	0.311	0.311
mmu-miR-27b-3p	ENSG00000113361	CDH6	0.12	0.018
mmu-miR-27b-3p	ENSG00000113387	SUB1	0.194	0.039
mmu-miR-27b-3p	ENSG00000113532	ST8SIA4	0.03	0.03
mmu-miR-27b-3p	ENSG00000113578	FGF1	0.292	0.106
mmu-miR-27b-3p	ENSG00000113594	LIFR	0.103	0.02
mmu-miR-27b-3p	ENSG00000113595	TRIM23	0.599	0.592
mmu-miR-27b-3p	ENSG00000113615	SEC24A	0.208	0.208
mmu-miR-27b-3p	ENSG00000113645	WWC1	0.13	0.13
mmu-miR-27b-3p	ENSG00000113716	HMGXB3	0.104	0.083
mmu-miR-27b-3p	ENSG00000113742	CPEB4	0.196	0.002
mmu-miR-27b-3p	ENSG00000114019	AMOTL2	0.118	0.116
mmu-miR-27b-3p	ENSG00000114166	KAT2B	0.05	0.048
mmu-miR-27b-3p	ENSG00000114423	CBLB	0.249	0.249
mmu-miR-27b-3p	ENSG00000114439	BBX	0.272	0.141
mmu-miR-27b-3p	ENSG00000114573	ATP6V1A	0.231	0.231
mmu-miR-27b-3p	ENSG00000114738	MAPKAPK3	0.184	0.073
mmu-miR-27b-3p	ENSG00000114790	ARHGEF26	0.129	0.127
mmu-miR-27b-3p	ENSG00000114933	INO80D	0.153	0.153
mmu-miR-27b-3p	ENSG00000115109	EPB41L5	0.078	0.074
mmu-miR-27b-3p	ENSG00000115137	DNAJC27	0.148	0.122
mmu-miR-27b-3p	ENSG00000115159	GPD2	0.072	0.07
mmu-miR-27b-3p	ENSG00000115339	GALNT3	0.271	0.271
mmu-miR-27b-3p	ENSG00000115548	KDM3A	0.355	0.354
mmu-miR-27b-3p	ENSG00000115904	SOS1	0.124	0.07
mmu-miR-27b-3p	ENSG00000115963	RND3	0.121	0.121
mmu-miR-27b-3p	ENSG00000116016	EPAS1	0.023	0.023
mmu-miR-27b-3p	ENSG00000116044	NFE2L2	0.339	0.339
mmu-miR-27b-3p	ENSG00000116095	PLEKHA3	0.305	0.017
mmu-miR-27b-3p	ENSG00000116141	MARK1	0.181	0.078
mmu-miR-27b-3p	ENSG00000116161	CACYBP	0.324	0.324
mmu-miR-27b-3p	ENSG00000116183	PAPPA2	0.01	0.01
mmu-miR-27b-3p	ENSG00000116205	TCEANC2	0.141	0.141
mmu-miR-27b-3p	ENSG00000116273	PHF13	0.174	0.174
mmu-miR-27b-3p	ENSG00000116406	EDEM3	0.244	0.242
mmu-miR-27b-3p	ENSG00000116489	CAPZA1	0.318	0.318
mmu-miR-27b-3p	ENSG00000116514	RNF19B	0.074	0.074
mmu-miR-27b-3p	ENSG00000116544	DLGAP3	0.245	0.245
mmu-miR-27b-3p	ENSG00000116560	SFPQ	0.02	0
mmu-miR-27b-3p	ENSG00000116667	C1orf21	0.298	0.025
mmu-miR-27b-3p	ENSG00000116761	CTH	0.485	0.081
mmu-miR-27b-3p	ENSG00000116833	NR5A2	0.362	0.362
mmu-miR-27b-3p	ENSG00000116852	KIF21B	0.01	0.01
mmu-miR-27b-3p	ENSG00000116981	NT5C1A	0.135	0.135
mmu-miR-27b-3p	ENSG00000117016	RIMS3	0.091	0.03
mmu-miR-27b-3p	ENSG00000117114	ADGRL2	0.076	0.076
mmu-miR-27b-3p	ENSG00000117222	RBBP5	0.136	0.008
mmu-miR-27b-3p	ENSG00000117266	CDK18	0.303	0.297
mmu-miR-27b-3p	ENSG00000117298	ECE1	0.102	0.102
mmu-miR-27b-3p	ENSG00000117419	ERI3	0.171	0.171
mmu-miR-27b-3p	ENSG00000117461	PIK3R3	0.18	0.165
mmu-miR-27b-3p	ENSG00000117500	TMED5	0.165	0.02
mmu-miR-27b-3p	ENSG00000117523	PRRC2C	0.094	0.094
mmu-miR-27b-3p	ENSG00000117598	PLPPR5	0.129	0.129
mmu-miR-27b-3p	ENSG00000117620	SLC35A3	0.153	0.153
mmu-miR-27b-3p	ENSG00000117625	RCOR3	0.265	0.017
mmu-miR-27b-3p	ENSG00000118007	STAG1	0.238	0.238
mmu-miR-27b-3p	ENSG00000118058	KMT2A	0.02	0.02
mmu-miR-27b-3p	ENSG00000118257	NRP2	0.193	0.193
mmu-miR-27b-3p	ENSG00000118260	CREB1	0.436	0.421
mmu-miR-27b-3p	ENSG00000118263	KLF7	0.116	0.114
mmu-miR-27b-3p	ENSG00000118518	RNF146	0.176	0.176
mmu-miR-27b-3p	ENSG00000118705	RPN2	0.135	0
mmu-miR-27b-3p	ENSG00000118922	KLF12	0.081	0.072
mmu-miR-27b-3p	ENSG00000118985	ELL2	0.21	0.191
mmu-miR-27b-3p	ENSG00000119042	SATB2	0.237	0.237
mmu-miR-27b-3p	ENSG00000119242	CCDC92	0.139	0.139
mmu-miR-27b-3p	ENSG00000119396	RAB14	0.107	0.076
